COWNNUM,OCCPCODE,CLTSEX,MARRYD,CLTTYPE,BILLCHNL,Count_product,Age_Product1,Age,Product_1,Product_2
88284609,1078,F,M,P,B,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88284708,218,F,S,P,B,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88286701,218,M,M,P,C,1,3,30,01_Endowment,05_ILP 2016 - Prulink
88290779,1450,F,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88291686,1078,M,M,P,C,1,3,41,03_Universal life,05_ILP 2016 - Prulink
88292931,1078,F,M,P,C,1,2,23,03_Universal life,05_ILP 2016 - Prulink
88293188,447,F,M,P,C,1,3,40,01_Endowment,05_ILP 2016 - Prulink
88293885,218,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88296356,2309,F,M,P,C,1,2,30,01_Endowment,05_ILP 2016 - Prulink
88296491,218,F,M,P,B,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88298537,218,F,M,P,B,1,3,40,02_CI Endowment,05_ILP 2016 - Prulink
88302459,1078,F,M,P,C,1,3,58,03_Universal life,05_ILP 2016 - Prulink
88303133,376,M,M,P,C,1,3,34,01_Endowment,05_ILP 2016 - Prulink
88303984,1078,F,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88305252,2025,F,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88305978,1078,M,M,P,C,1,3,54,03_Universal life,05_ILP 2016 - Prulink
88309221,218,F,M,P,C,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88310914,1516,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88314393,1516,F,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88318503,1078,M,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88321904,1599,M,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88324242,1516,F,M,P,C,1,3,35,01_Endowment,05_ILP 2016 - Prulink
88324458,218,F,M,P,B,1,3,40,01_Endowment,05_ILP 2016 - Prulink
88326961,1516,M,M,P,C,1,3,30,01_Endowment,05_ILP 2016 - Prulink
88327475,1078,F,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88328471,801,M,M,P,C,1,3,31,03_Universal life,05_ILP 2016 - Prulink
88331424,2309,F,M,P,C,1,3,51,02_CI Endowment,05_ILP 2016 - Prulink
88332903,2309,F,D,P,C,1,3,42,01_Endowment,05_ILP 2016 - Prulink
88334067,1078,M,M,P,C,1,1,44,04_PruCare Plus,05_ILP 2016 - Prulink
88334414,1078,F,M,P,C,1,3,33,04_PruCare Plus,05_ILP 2016 - Prulink
88337567,2309,F,M,P,C,1,3,58,03_Universal life,05_ILP 2016 - Prulink
88337816,2309,F,M,P,C,1,3,39,02_CI Endowment,05_ILP 2016 - Prulink
88340171,1078,F,M,P,C,1,3,36,03_Universal life,05_ILP 2016 - Prulink
88341919,1078,F,M,P,C,1,3,45,02_CI Endowment,05_ILP 2016 - Prulink
88348941,218,F,M,P,C,1,3,34,01_Endowment,05_ILP 2016 - Prulink
88349796,1489,F,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
88349894,1078,M,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88352014,1450,F,S,P,C,1,3,44,02_CI Endowment,05_ILP 2016 - Prulink
88352972,218,M,M,P,B,1,3,35,01_Endowment,05_ILP 2016 - Prulink
88353709,1078,F,M,P,C,1,3,44,02_CI Endowment,05_ILP 2016 - Prulink
88359556,1078,F,M,P,B,1,3,53,02_CI Endowment,05_ILP 2016 - Prulink
88359645,218,M,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88361119,448,F,M,P,C,1,0,25,04_PruCare Plus,05_ILP 2016 - Prulink
88367144,2019,F,M,P,C,1,3,42,02_CI Endowment,05_ILP 2016 - Prulink
88374809,218,F,M,P,C,1,14,36,01_Endowment,05_ILP 2016 - Prulink
88381983,238,F,M,P,C,1,3,34,02_CI Endowment,05_ILP 2016 - Prulink
88382228,1830,F,M,P,B,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88383743,2020,M,M,P,C,1,2,26,01_Endowment,05_ILP 2016 - Prulink
88384731,2309,F,M,P,C,1,3,52,02_CI Endowment,05_ILP 2016 - Prulink
88388155,2309,F,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88390139,1078,F,M,P,C,1,3,39,02_CI Endowment,05_ILP 2016 - Prulink
88390989,1078,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
88394967,2309,F,M,P,C,1,3,44,01_Endowment,05_ILP 2016 - Prulink
88395284,218,F,M,P,C,1,3,34,01_Endowment,05_ILP 2016 - Prulink
88401495,2025,F,M,P,C,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88402821,2309,F,M,P,C,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88406076,2025,F,M,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88406399,218,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88409816,1078,M,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88410151,1078,F,M,P,C,1,3,58,01_Endowment,05_ILP 2016 - Prulink
88417361,213,F,M,P,C,1,3,45,02_CI Endowment,05_ILP 2016 - Prulink
88419238,2309,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88421875,1078,F,M,P,B,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88423887,2025,F,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88424149,1078,F,M,P,C,1,3,41,01_Endowment,05_ILP 2016 - Prulink
88424364,2,F,M,P,C,1,3,21,01_Endowment,05_ILP 2016 - Prulink
88425718,1078,F,M,P,C,1,3,40,03_Universal life,05_ILP 2016 - Prulink
88425816,1516,M,M,P,C,1,3,42,02_CI Endowment,05_ILP 2016 - Prulink
88431878,1078,F,M,P,C,1,3,38,03_Universal life,05_ILP 2016 - Prulink
88445277,1078,F,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88445419,1078,F,M,P,C,1,3,61,04_PruCare Plus,05_ILP 2016 - Prulink
88448338,448,F,M,P,B,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88450563,2025,F,M,P,C,1,3,51,02_CI Endowment,05_ILP 2016 - Prulink
88450581,180,M,S,P,B,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88452181,1078,F,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88453016,2025,M,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88454845,1078,M,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88459481,1078,F,D,P,B,1,3,44,02_CI Endowment,05_ILP 2016 - Prulink
88464786,218,F,U,P,C,1,2,32,02_CI Endowment,05_ILP 2016 - Prulink
88467079,218,M,M,P,C,1,1,34,03_Universal life,05_ILP 2016 - Prulink
88472294,456,F,M,P,C,1,3,38,02_CI Endowment,05_ILP 2016 - Prulink
88474312,2025,M,M,P,C,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88476235,218,F,M,P,C,1,3,28,02_CI Endowment,05_ILP 2016 - Prulink
88477241,1516,M,M,P,C,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88478659,1078,F,M,P,C,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88479252,1078,F,M,P,C,1,3,56,02_CI Endowment,05_ILP 2016 - Prulink
88480731,218,M,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88480839,218,F,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88481183,1516,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
88484253,1461,F,M,P,C,1,3,30,02_CI Endowment,05_ILP 2016 - Prulink
88486372,1078,F,M,P,B,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88487861,2309,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88489148,2309,F,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88490439,1078,F,M,P,C,1,3,43,01_Endowment,05_ILP 2016 - Prulink
88490617,801,F,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88493124,218,F,M,P,B,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88499392,1516,F,M,P,C,1,3,52,02_CI Endowment,05_ILP 2016 - Prulink
88500341,1830,M,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88504909,218,F,M,P,B,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88506671,2025,F,M,P,B,1,3,35,01_Endowment,05_ILP 2016 - Prulink
88507078,2025,F,M,P,C,1,3,46,01_Endowment,05_ILP 2016 - Prulink
88508959,2309,F,M,P,C,1,3,22,01_Endowment,05_ILP 2016 - Prulink
88519707,2309,F,M,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88523999,2019,F,M,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88524539,218,M,M,P,C,1,3,53,02_CI Endowment,05_ILP 2016 - Prulink
88534658,2218,F,M,P,C,1,0,35,04_PruCare Plus,05_ILP 2016 - Prulink
88538072,583,F,M,P,B,1,3,34,02_CI Endowment,05_ILP 2016 - Prulink
88539865,1078,F,M,P,B,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88540842,1516,M,M,P,C,1,3,42,02_CI Endowment,05_ILP 2016 - Prulink
88540922,1078,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88548001,2309,F,M,P,C,1,3,63,03_Universal life,05_ILP 2016 - Prulink
88549099,218,F,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88550246,218,F,M,P,C,1,2,50,02_CI Endowment,05_ILP 2016 - Prulink
88552267,1078,M,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88552599,1078,F,M,P,C,1,3,53,01_Endowment,05_ILP 2016 - Prulink
88558999,1078,F,M,P,C,1,3,39,03_Universal life,05_ILP 2016 - Prulink
88560679,218,F,M,P,C,1,3,30,01_Endowment,05_ILP 2016 - Prulink
88564718,1078,F,M,P,C,1,3,58,03_Universal life,05_ILP 2016 - Prulink
88567486,448,F,M,P,C,1,3,41,03_Universal life,05_ILP 2016 - Prulink
88568722,2309,F,M,P,C,1,3,58,03_Universal life,05_ILP 2016 - Prulink
88573017,376,M,M,P,C,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88578215,456,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
88582917,1830,F,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88584151,218,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88587276,2025,F,M,P,C,1,3,52,02_CI Endowment,05_ILP 2016 - Prulink
88592277,1078,M,M,P,C,1,1,42,02_CI Endowment,05_ILP 2016 - Prulink
88592375,1489,M,M,P,C,1,3,38,02_CI Endowment,05_ILP 2016 - Prulink
88592517,2309,F,M,P,C,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88597368,1078,F,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
88598103,376,M,M,P,B,1,3,26,02_CI Endowment,05_ILP 2016 - Prulink
88600051,1078,F,M,P,B,1,3,43,01_Endowment,05_ILP 2016 - Prulink
88601576,1078,M,S,P,C,1,3,31,02_CI Endowment,05_ILP 2016 - Prulink
88617049,1078,F,M,P,C,1,3,59,02_CI Endowment,05_ILP 2016 - Prulink
88617559,1450,F,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88623636,1516,F,M,P,C,1,1,44,04_PruCare Plus,05_ILP 2016 - Prulink
88629821,1078,F,M,P,C,1,3,51,02_CI Endowment,05_ILP 2016 - Prulink
88631565,2223,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88632909,448,F,M,P,C,1,2,34,02_CI Endowment,05_ILP 2016 - Prulink
88633361,2309,F,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88634054,1516,F,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88636932,2309,F,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
88643561,243,F,S,P,C,1,1,18,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
88649442,1078,F,M,P,B,1,3,45,03_Universal life,05_ILP 2016 - Prulink
88651954,1078,M,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88652146,2025,F,M,P,C,1,3,42,02_CI Endowment,05_ILP 2016 - Prulink
88655145,1078,M,M,P,B,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88658799,1489,M,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88661769,1004,M,M,P,C,1,3,40,02_CI Endowment,05_ILP 2016 - Prulink
88662256,180,F,M,P,C,1,3,37,02_CI Endowment,05_ILP 2016 - Prulink
88663261,1078,F,D,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88670247,1090,F,M,P,B,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88673209,1078,F,S,P,C,1,3,23,02_CI Endowment,05_ILP 2016 - Prulink
88675973,2309,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
88676011,2309,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88678426,218,F,M,P,C,1,3,30,01_Endowment,05_ILP 2016 - Prulink
88680731,1078,F,M,P,C,1,3,42,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
88683178,1078,F,M,P,C,1,3,51,02_CI Endowment,05_ILP 2016 - Prulink
88683964,1078,F,M,P,C,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88684174,1078,M,M,P,C,1,2,30,01_Endowment,05_ILP 2016 - Prulink
88686373,801,M,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88687342,1078,F,U,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88688142,1078,F,M,P,C,1,3,42,01_Endowment,05_ILP 2016 - Prulink
88688527,1078,F,M,P,C,1,3,43,03_Universal life,05_ILP 2016 - Prulink
88689489,1078,M,M,P,B,1,3,56,02_CI Endowment,05_ILP 2016 - Prulink
88689784,1078,F,M,P,C,1,3,45,01_Endowment,05_ILP 2016 - Prulink
88689891,2309,F,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88694883,218,F,M,P,B,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88695271,218,F,M,P,B,1,3,31,02_CI Endowment,05_ILP 2016 - Prulink
88702406,2309,F,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
88703378,1078,F,M,P,B,1,3,44,01_Endowment,05_ILP 2016 - Prulink
88703411,1450,F,M,P,B,1,3,37,02_CI Endowment,05_ILP 2016 - Prulink
88703743,1830,F,M,P,B,1,3,39,01_Endowment,05_ILP 2016 - Prulink
88705021,1078,M,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88710129,448,F,M,P,C,1,3,30,01_Endowment,05_ILP 2016 - Prulink
88711841,218,F,S,P,C,1,3,26,02_CI Endowment,05_ILP 2016 - Prulink
88712623,1078,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88713451,2025,F,M,P,C,1,3,50,02_CI Endowment,05_ILP 2016 - Prulink
88722439,1078,F,M,P,C,1,3,59,03_Universal life,05_ILP 2016 - Prulink
88724576,2092,F,M,P,C,1,3,35,01_Endowment,05_ILP 2016 - Prulink
88725026,218,F,M,P,B,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88725705,2309,F,M,P,C,1,2,36,02_CI Endowment,05_ILP 2016 - Prulink
88726739,2309,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
88727271,1884,M,S,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88727332,1868,M,M,P,C,1,3,49,02_CI Endowment,05_ILP 2016 - Prulink
88730789,2025,M,M,P,C,1,3,38,02_CI Endowment,05_ILP 2016 - Prulink
88731112,2025,F,M,P,C,1,3,35,01_Endowment,05_ILP 2016 - Prulink
88733071,2020,F,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88733311,2218,F,M,P,C,1,3,41,01_Endowment,05_ILP 2016 - Prulink
88733661,1078,M,M,P,B,1,3,41,04_PruCare Plus,05_ILP 2016 - Prulink
88738752,1078,F,M,P,B,1,3,40,01_Endowment,05_ILP 2016 - Prulink
88750649,448,F,M,P,C,1,3,42,02_CI Endowment,05_ILP 2016 - Prulink
88756521,1078,F,M,P,C,1,3,27,03_Universal life,05_ILP 2016 - Prulink
88756586,1078,F,S,P,B,1,3,25,02_CI Endowment,05_ILP 2016 - Prulink
88772512,2309,F,S,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88773967,2437,F,S,P,C,1,3,21,02_CI Endowment,05_ILP 2016 - Prulink
88784204,213,F,M,P,C,1,3,37,01_Endowment,05_ILP 2016 - Prulink
88786047,2309,F,M,P,C,1,3,52,02_CI Endowment,05_ILP 2016 - Prulink
88788209,1078,F,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88789359,1078,M,S,P,C,1,3,19,01_Endowment,05_ILP 2016 - Prulink
88789396,218,F,S,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88790168,1078,F,M,P,C,1,3,44,02_CI Endowment,05_ILP 2016 - Prulink
88792179,1078,F,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88797681,2309,F,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
88798221,218,F,M,P,C,1,3,31,01_Endowment,05_ILP 2016 - Prulink
88800928,2309,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
88804244,2009,F,M,P,C,1,3,41,01_Endowment,05_ILP 2016 - Prulink
88807959,2025,F,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88812594,801,M,S,P,C,1,3,22,01_Endowment,05_ILP 2016 - Prulink
88825531,1078,F,M,P,C,1,3,46,03_Universal life,05_ILP 2016 - Prulink
88828601,1078,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88835347,2309,M,M,P,C,1,3,50,02_CI Endowment,05_ILP 2016 - Prulink
88835552,1516,F,M,P,C,1,3,41,01_Endowment,05_ILP 2016 - Prulink
88839431,1078,M,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88841406,1078,F,M,P,B,1,3,45,01_Endowment,05_ILP 2016 - Prulink
88843239,1516,F,M,P,C,1,3,41,02_CI Endowment,05_ILP 2016 - Prulink
88846373,997,F,M,P,C,1,0,25,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
88850663,2309,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
88864456,218,M,M,P,C,1,3,39,01_Endowment,05_ILP 2016 - Prulink
88867339,2309,F,M,P,C,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88871487,2025,F,S,P,C,1,3,40,01_Endowment,05_ILP 2016 - Prulink
88874691,180,F,M,P,C,1,2,33,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
88875544,1450,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88881766,218,F,M,P,C,1,3,34,02_CI Endowment,05_ILP 2016 - Prulink
88883769,213,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
88891581,806,F,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88898306,1078,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
88900834,218,M,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
88901652,997,F,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88904428,1489,M,M,P,C,1,3,33,03_Universal life,05_ILP 2016 - Prulink
88910711,1078,F,S,P,C,1,0,59,04_PruCare Plus,05_ILP 2016 - Prulink
88913738,2019,F,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88914912,1078,F,M,P,C,1,3,24,02_CI Endowment,05_ILP 2016 - Prulink
88916773,1516,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
88918829,1078,M,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88920099,2256,M,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
88921587,1078,F,M,P,B,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88925591,2025,M,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
88927647,1078,M,M,P,C,1,3,27,02_CI Endowment,05_ILP 2016 - Prulink
88932011,218,F,M,P,C,1,3,43,01_Endowment,05_ILP 2016 - Prulink
88933125,2309,F,M,P,C,1,2,32,01_Endowment,05_ILP 2016 - Prulink
88934981,218,M,S,P,B,1,3,34,02_CI Endowment,05_ILP 2016 - Prulink
88935039,1078,F,M,P,B,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88935084,376,F,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88937292,213,F,M,P,C,1,3,32,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
88939446,1078,F,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88941509,303,M,S,P,C,1,3,21,01_Endowment,05_ILP 2016 - Prulink
88942838,218,F,M,P,B,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88945201,218,F,M,P,B,1,3,44,01_Endowment,05_ILP 2016 - Prulink
88947473,1078,F,M,P,C,1,3,35,03_Universal life,05_ILP 2016 - Prulink
88952161,1078,F,M,P,C,1,3,37,03_Universal life,05_ILP 2016 - Prulink
88954806,2025,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88955071,1078,F,M,P,C,1,3,43,02_CI Endowment,05_ILP 2016 - Prulink
88955446,1078,F,M,P,B,1,3,29,01_Endowment,05_ILP 2016 - Prulink
88956157,1078,M,M,P,C,1,3,40,01_Endowment,05_ILP 2016 - Prulink
88963689,218,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
88967192,2025,F,M,P,C,1,3,36,01_Endowment,05_ILP 2016 - Prulink
88968573,218,M,M,P,C,1,2,43,02_CI Endowment,05_ILP 2016 - Prulink
88972012,1078,F,M,P,C,1,2,37,02_CI Endowment,05_ILP 2016 - Prulink
88972916,2025,F,M,P,C,1,3,40,02_CI Endowment,05_ILP 2016 - Prulink
88975174,1078,F,M,P,C,1,3,55,02_CI Endowment,05_ILP 2016 - Prulink
88977391,218,F,S,P,B,1,3,26,01_Endowment,05_ILP 2016 - Prulink
88982669,1078,F,M,P,C,1,3,43,02_CI Endowment,05_ILP 2016 - Prulink
88985936,1078,F,M,P,C,1,3,38,03_Universal life,05_ILP 2016 - Prulink
88986075,218,F,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
88986496,231,F,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
88986502,1516,M,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
88989969,218,M,M,P,C,1,3,41,01_Endowment,05_ILP 2016 - Prulink
88992072,1078,F,M,P,C,1,3,53,02_CI Endowment,05_ILP 2016 - Prulink
88992312,1516,M,M,P,C,1,3,44,02_CI Endowment,05_ILP 2016 - Prulink
88996059,2446,M,M,P,C,1,3,38,02_CI Endowment,05_ILP 2016 - Prulink
89000219,721,F,S,P,C,1,3,23,02_CI Endowment,05_ILP 2016 - Prulink
89000667,1078,F,M,P,C,1,3,43,02_CI Endowment,05_ILP 2016 - Prulink
89002033,218,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
89003549,2025,F,M,P,C,1,0,44,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
89004789,1516,F,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
89005981,218,M,M,P,C,1,3,31,02_CI Endowment,05_ILP 2016 - Prulink
89008363,218,F,M,P,B,1,3,32,01_Endowment,05_ILP 2016 - Prulink
89008926,2019,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
89011343,1489,M,M,P,C,1,3,29,01_Endowment,05_ILP 2016 - Prulink
89013874,478,M,M,P,C,1,3,39,01_Endowment,05_ILP 2016 - Prulink
89014736,1078,F,M,P,C,1,3,34,01_Endowment,05_ILP 2016 - Prulink
89019424,1516,F,M,P,C,1,3,40,01_Endowment,05_ILP 2016 - Prulink
89023993,1078,F,M,P,C,1,3,26,01_Endowment,05_ILP 2016 - Prulink
89025001,1078,F,M,P,C,1,3,46,03_Universal life,05_ILP 2016 - Prulink
89026731,2187,M,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
89029973,1078,M,M,P,C,1,3,54,02_CI Endowment,05_ILP 2016 - Prulink
89031358,1090,F,M,P,C,1,3,45,01_Endowment,05_ILP 2016 - Prulink
89037937,1516,M,M,P,C,1,2,41,01_Endowment,05_ILP 2016 - Prulink
89038595,2025,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
89039949,1078,F,M,P,C,1,3,47,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
89041047,1078,F,M,P,C,1,3,28,01_Endowment,05_ILP 2016 - Prulink
89041501,1078,M,M,P,C,1,3,53,02_CI Endowment,05_ILP 2016 - Prulink
89043836,1078,F,M,P,C,1,3,36,02_CI Endowment,05_ILP 2016 - Prulink
89046414,1078,F,M,P,B,1,3,35,01_Endowment,05_ILP 2016 - Prulink
89047699,218,F,M,P,C,1,3,31,02_CI Endowment,05_ILP 2016 - Prulink
89057413,2025,M,M,P,C,1,3,47,02_CI Endowment,05_ILP 2016 - Prulink
89058198,1516,F,M,P,C,1,3,32,02_CI Endowment,05_ILP 2016 - Prulink
89062479,801,M,M,P,C,1,3,25,01_Endowment,05_ILP 2016 - Prulink
89067229,1078,M,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
89068619,1078,F,M,P,C,1,3,46,02_CI Endowment,05_ILP 2016 - Prulink
89069071,218,M,M,P,C,1,3,27,01_Endowment,05_ILP 2016 - Prulink
89075256,2309,F,M,P,C,1,3,44,01_Endowment,05_ILP 2016 - Prulink
89076584,1516,M,M,P,C,1,3,50,02_CI Endowment,05_ILP 2016 - Prulink
89077034,1078,F,M,P,C,1,3,43,01_Endowment,05_ILP 2016 - Prulink
89080229,218,F,M,P,C,1,3,33,01_Endowment,05_ILP 2016 - Prulink
89080739,1078,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,05_ILP 2016 - Prulink
89083739,1078,F,M,P,B,1,3,46,01_Endowment,05_ILP 2016 - Prulink
89084842,2025,M,M,P,C,1,3,57,03_Universal life,05_ILP 2016 - Prulink
89091729,218,F,M,P,C,1,3,33,02_CI Endowment,05_ILP 2016 - Prulink
89092243,448,F,M,P,C,1,3,35,02_CI Endowment,05_ILP 2016 - Prulink
89099112,2025,F,M,P,C,1,3,32,03_Universal life,05_ILP 2016 - Prulink
89101785,456,F,M,P,C,1,3,32,01_Endowment,05_ILP 2016 - Prulink
89102011,1078,F,M,P,C,1,3,42,01_Endowment,05_ILP 2016 - Prulink
89112944,1078,F,M,P,C,1,3,39,02_CI Endowment,05_ILP 2016 - Prulink
89114894,1078,F,M,P,B,1,3,28,02_CI Endowment,05_ILP 2016 - Prulink
89117329,1516,F,M,P,C,1,3,48,02_CI Endowment,05_ILP 2016 - Prulink
89118119,218,F,M,P,C,1,3,35,01_Endowment,05_ILP 2016 - Prulink
89122778,801,F,M,P,C,1,3,51,02_CI Endowment,05_ILP 2016 - Prulink
