COWNNUM,OCCPCODE,CLTSEX,MARRYD,CLTTYPE,BILLCHNL,Count_product,Age_Product1,Age,Product_1,Product_2
10426082,2025,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10426113,997,F,M,P,C,1,1,32,05_ILP 2016 - Prulink,02_CI Endowment
10426155,1078,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10426289,1078,F,M,P,C,1,1,43,02_CI Endowment,02_CI Endowment
10426422,801,F,M,P,C,1,1,44,02_CI Endowment,02_CI Endowment
10426449,1516,M,M,P,C,1,1,55,04_PruCare Plus,02_CI Endowment
10426793,2309,F,M,P,C,1,1,33,01_Endowment,02_CI Endowment
10427042,2309,F,M,P,C,1,1,53,02_CI Endowment,02_CI Endowment
10427127,1078,F,M,P,C,1,1,38,02_CI Endowment,02_CI Endowment
10427435,2309,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10427538,2009,M,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10427776,2025,F,M,P,C,1,1,38,01_Endowment,02_CI Endowment
10427870,2309,F,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10428453,1516,M,M,P,C,1,1,29,05_ILP 2016 - Prulink,02_CI Endowment
10429738,218,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,02_CI Endowment
10430462,218,F,M,P,C,1,1,38,02_CI Endowment,02_CI Endowment
10430866,2309,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10430901,1516,M,M,P,C,1,1,56,02_CI Endowment,02_CI Endowment
10431088,801,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10431379,1078,F,M,P,C,1,1,33,02_CI Endowment,02_CI Endowment
10431567,218,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10431578,51,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,02_CI Endowment
10431617,1078,F,M,P,C,1,1,53,01_Endowment,02_CI Endowment
10431889,1078,F,M,P,C,1,1,29,04_PruCare Plus,02_CI Endowment
10432842,1078,M,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10432922,1078,F,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10433022,1489,F,S,P,C,1,1,22,02_CI Endowment,02_CI Endowment
10433462,2025,F,M,P,C,1,1,52,02_CI Endowment,02_CI Endowment
10433587,1516,M,M,P,C,1,0,38,02_CI Endowment,02_CI Endowment
10434038,1078,F,M,P,C,1,1,33,02_CI Endowment,02_CI Endowment
10434597,1078,M,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10434786,1516,F,M,P,C,1,1,52,04_PruCare Plus,02_CI Endowment
10435855,1078,F,M,P,C,1,1,29,01_Endowment,02_CI Endowment
10435986,1078,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10436133,1516,M,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10436484,218,F,M,P,C,1,1,33,01_Endowment,02_CI Endowment
10436525,1078,F,M,P,C,1,1,39,04_PruCare Plus,02_CI Endowment
10436529,430,M,M,P,C,1,1,46,02_CI Endowment,02_CI Endowment
10436769,2025,M,M,P,C,1,1,37,04_PruCare Plus,02_CI Endowment
10436792,213,F,M,P,C,1,1,29,03_Universal life,02_CI Endowment
10437016,1078,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10437033,1516,M,M,P,C,1,1,36,04_PruCare Plus,02_CI Endowment
10437038,2025,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10437207,1898,F,S,P,C,1,0,26,05_ILP 2016 - Prulink,02_CI Endowment
10437264,218,F,M,P,C,1,1,35,05_ILP 2016 - Prulink,02_CI Endowment
10437450,1898,M,M,P,C,1,1,23,01_Endowment,02_CI Endowment
10437686,448,F,M,P,C,1,1,33,02_CI Endowment,02_CI Endowment
10438418,801,F,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10438906,1516,M,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10439151,1489,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10439264,2025,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10439337,2025,F,M,P,C,1,1,45,01_Endowment,02_CI Endowment
10439367,1078,F,M,P,C,1,1,50,05_ILP 2016 - Prulink,02_CI Endowment
10439455,1078,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10439459,1516,F,M,P,C,1,1,50,02_CI Endowment,02_CI Endowment
10439479,2437,M,M,P,C,1,1,33,05_ILP 2016 - Prulink,02_CI Endowment
10439521,1078,M,M,P,C,1,1,29,01_Endowment,02_CI Endowment
10440020,1078,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10440304,448,F,M,P,C,1,0,35,02_CI Endowment,02_CI Endowment
10440411,2025,F,M,P,C,1,1,41,02_CI Endowment,02_CI Endowment
10441095,1078,F,S,P,C,1,1,33,01_Endowment,02_CI Endowment
10441271,1078,F,M,P,C,1,1,51,02_CI Endowment,02_CI Endowment
10441274,2309,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,02_CI Endowment
10441438,2025,F,M,P,C,1,0,44,04_PruCare Plus,02_CI Endowment
10441475,8,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10442046,2025,F,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10442285,1078,F,M,P,C,1,1,47,04_PruCare Plus,02_CI Endowment
10442298,1090,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10442424,213,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,02_CI Endowment
10442768,2025,M,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10442833,1078,F,U,P,C,1,1,28,02_CI Endowment,02_CI Endowment
10443124,218,F,S,P,C,1,1,30,05_ILP 2016 - Prulink,02_CI Endowment
10443500,1516,M,M,P,C,1,0,25,01_Endowment,02_CI Endowment
10443655,2322,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10443726,1078,M,M,P,C,1,1,32,02_CI Endowment,02_CI Endowment
10444025,1516,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10444184,1078,M,M,P,C,1,1,27,05_ILP 2016 - Prulink,02_CI Endowment
10444194,218,F,M,P,C,1,1,51,02_CI Endowment,02_CI Endowment
10444477,1078,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,02_CI Endowment
10444663,2309,F,M,P,C,1,0,57,04_PruCare Plus,02_CI Endowment
10444810,456,F,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10445368,1516,F,M,P,C,1,1,38,02_CI Endowment,02_CI Endowment
10445387,218,F,M,P,C,1,0,38,01_Endowment,02_CI Endowment
10445890,1078,M,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10445928,448,F,M,P,C,1,1,43,05_ILP 2016 - Prulink,02_CI Endowment
10446208,1489,M,M,P,C,1,1,34,05_ILP 2016 - Prulink,02_CI Endowment
10446265,1461,F,U,P,C,1,1,30,02_CI Endowment,02_CI Endowment
10446303,1489,M,M,P,C,1,1,56,02_CI Endowment,02_CI Endowment
10446691,1516,F,M,P,C,1,1,52,03_Universal life,02_CI Endowment
10446838,2309,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,02_CI Endowment
10447645,1461,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10447804,2309,F,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10447840,1078,F,M,P,C,1,1,21,02_CI Endowment,02_CI Endowment
10448114,1516,M,M,P,C,1,1,29,04_PruCare Plus,02_CI Endowment
10448656,1830,F,M,P,C,1,1,27,02_CI Endowment,02_CI Endowment
10448664,1078,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10448964,2025,F,M,P,C,1,0,45,02_CI Endowment,02_CI Endowment
10449277,1078,M,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10449511,1516,M,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10449935,218,F,M,P,C,1,1,40,02_CI Endowment,02_CI Endowment
10450163,1078,F,M,P,C,1,1,38,02_CI Endowment,02_CI Endowment
10450648,1078,F,S,P,C,1,1,39,01_Endowment,02_CI Endowment
10450714,8,M,M,P,C,1,1,44,02_CI Endowment,02_CI Endowment
10451731,2025,F,M,P,C,1,1,50,02_CI Endowment,02_CI Endowment
10451751,801,F,M,P,C,1,1,51,05_ILP 2016 - Prulink,02_CI Endowment
10451755,1078,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10451905,1078,F,M,P,C,1,1,38,04_PruCare Plus,02_CI Endowment
10452554,2223,F,S,P,C,1,1,32,04_PruCare Plus,02_CI Endowment
10452628,1830,F,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10452776,1078,F,M,P,C,1,1,56,05_ILP 2016 - Prulink,02_CI Endowment
10453115,1516,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10453193,2025,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10453201,1450,M,M,P,C,1,1,21,02_CI Endowment,02_CI Endowment
10453338,2309,F,M,P,C,1,1,46,02_CI Endowment,02_CI Endowment
10453352,2309,F,M,P,C,1,1,52,02_CI Endowment,02_CI Endowment
10453945,1078,F,M,P,C,1,1,43,02_CI Endowment,02_CI Endowment
10454228,1516,F,M,P,C,1,1,47,01_Endowment,02_CI Endowment
10454308,2218,F,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10454339,2309,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10454575,2025,F,M,P,C,1,1,36,01_Endowment,02_CI Endowment
10454598,1516,F,M,P,C,1,1,25,01_Endowment,02_CI Endowment
10454740,1516,M,M,P,C,1,1,27,05_ILP 2016 - Prulink,02_CI Endowment
10454971,1119,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10455315,1450,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10455343,2025,F,M,P,C,1,1,29,01_Endowment,02_CI Endowment
10456084,1078,M,M,P,C,1,1,43,01_Endowment,02_CI Endowment
10456271,2025,F,M,P,C,1,1,36,04_PruCare Plus,02_CI Endowment
10457161,2329,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10457416,218,M,M,P,C,1,1,28,01_Endowment,02_CI Endowment
10457687,213,F,M,P,C,1,1,41,02_CI Endowment,02_CI Endowment
10457691,1078,M,M,P,C,1,0,47,04_PruCare Plus,02_CI Endowment
10457733,363,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10457952,218,F,M,P,C,1,1,41,01_Endowment,02_CI Endowment
10458073,2499,F,M,P,C,1,1,46,05_ILP 2016 - Prulink,02_CI Endowment
10458592,1516,M,M,P,C,1,1,66,02_CI Endowment,02_CI Endowment
10458850,218,F,M,P,C,1,1,30,01_Endowment,02_CI Endowment
10459018,448,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10459407,1119,M,M,P,C,1,1,50,05_ILP 2016 - Prulink,02_CI Endowment
10459669,2025,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10459794,1078,F,M,P,C,1,0,30,02_CI Endowment,02_CI Endowment
10459882,1516,M,M,P,C,1,1,41,01_Endowment,02_CI Endowment
10460080,1516,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10460576,1450,F,M,P,C,1,1,36,02_CI Endowment,02_CI Endowment
10460710,801,M,M,P,C,1,1,32,05_ILP 2016 - Prulink,02_CI Endowment
10460754,1078,M,M,P,C,1,1,25,02_CI Endowment,02_CI Endowment
10461052,1078,M,M,P,C,1,1,52,02_CI Endowment,02_CI Endowment
10461136,2025,F,M,P,C,1,1,46,02_CI Endowment,02_CI Endowment
10461187,1078,F,M,P,C,1,17,39,01_Endowment,02_CI Endowment
10461338,2309,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10461394,1489,F,M,P,C,1,1,33,01_Endowment,02_CI Endowment
10461486,1835,M,M,P,C,1,1,39,05_ILP 2016 - Prulink,02_CI Endowment
10461794,218,F,S,P,C,1,1,24,05_ILP 2016 - Prulink,02_CI Endowment
10462197,1078,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,02_CI Endowment
10462432,1516,M,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10463002,2020,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,02_CI Endowment
10463208,1516,F,M,P,C,1,1,27,01_Endowment,02_CI Endowment
10463231,1516,M,M,P,C,1,1,43,02_CI Endowment,02_CI Endowment
10463450,1516,F,M,P,C,1,1,46,02_CI Endowment,02_CI Endowment
10463699,2309,F,M,P,C,1,1,50,01_Endowment,02_CI Endowment
10463835,1078,F,M,P,C,1,1,28,01_Endowment,02_CI Endowment
10464098,1516,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10464115,801,M,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10464123,1516,F,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10464209,1078,M,M,P,C,1,1,32,02_CI Endowment,02_CI Endowment
10464558,1516,F,M,P,C,1,1,54,02_CI Endowment,02_CI Endowment
10464630,2309,F,M,P,C,1,1,31,02_CI Endowment,02_CI Endowment
10464739,218,M,M,P,C,1,1,30,05_ILP 2016 - Prulink,02_CI Endowment
10464754,218,F,M,P,C,1,1,28,03_Universal life,02_CI Endowment
10464856,1516,F,U,P,C,1,1,32,02_CI Endowment,02_CI Endowment
10464878,448,F,M,P,C,1,1,43,02_CI Endowment,02_CI Endowment
10464899,2309,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,02_CI Endowment
10465009,1078,M,M,P,C,1,1,50,02_CI Endowment,02_CI Endowment
10465321,1516,M,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10465385,1516,M,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10465433,1516,M,M,P,C,1,1,28,02_CI Endowment,02_CI Endowment
10465441,1516,M,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10465451,1078,M,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10465597,8,M,M,P,C,1,1,26,02_CI Endowment,02_CI Endowment
10465611,2025,F,M,P,C,1,1,41,02_CI Endowment,02_CI Endowment
10465913,1516,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10466167,1078,F,M,P,C,1,1,43,02_CI Endowment,02_CI Endowment
10466306,2309,F,M,P,C,1,1,28,01_Endowment,02_CI Endowment
10466386,1078,F,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10466818,2025,F,M,P,C,1,0,30,03_Universal life,02_CI Endowment
10466877,1078,M,M,P,C,1,1,29,01_Endowment,02_CI Endowment
10467536,1937,M,M,P,C,1,1,40,02_CI Endowment,02_CI Endowment
10467537,1078,M,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10467605,1516,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10467657,376,M,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10468068,456,F,M,P,C,1,1,40,02_CI Endowment,02_CI Endowment
10468326,1119,F,M,P,C,1,1,44,05_ILP 2016 - Prulink,02_CI Endowment
10468442,376,M,M,P,C,1,1,29,05_ILP 2016 - Prulink,02_CI Endowment
10468527,26,M,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10468729,1516,M,M,P,C,1,1,32,02_CI Endowment,02_CI Endowment
10469026,2309,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10469218,1430,F,M,P,C,1,1,30,02_CI Endowment,02_CI Endowment
10469422,218,F,M,P,C,1,1,33,02_CI Endowment,02_CI Endowment
10469756,218,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,02_CI Endowment
10469807,1516,M,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10470207,1516,M,M,P,C,1,1,44,02_CI Endowment,02_CI Endowment
10470352,218,M,M,P,C,1,1,36,04_PruCare Plus,02_CI Endowment
10470668,1516,F,M,P,C,1,0,39,02_CI Endowment,02_CI Endowment
10471046,8,M,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10471321,1835,M,S,P,C,1,1,30,01_Endowment,02_CI Endowment
10471519,1516,M,M,P,C,1,1,50,02_CI Endowment,02_CI Endowment
10471731,1516,M,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10472104,2309,F,M,P,C,1,1,34,05_ILP 2016 - Prulink,02_CI Endowment
10472349,376,M,M,P,C,1,1,35,01_Endowment,02_CI Endowment
10472423,1078,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10472452,1090,F,M,P,C,1,1,61,05_ILP 2016 - Prulink,02_CI Endowment
10472849,218,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10473002,1516,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10473176,1516,F,M,P,C,1,1,51,04_PruCare Plus,02_CI Endowment
10473197,2025,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10473651,1516,F,M,P,C,1,1,53,04_PruCare Plus,02_CI Endowment
10473766,1450,F,M,P,C,1,1,33,01_Endowment,02_CI Endowment
10473814,1516,M,M,P,C,1,1,53,02_CI Endowment,02_CI Endowment
10474063,448,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10474172,478,M,M,P,C,1,1,27,01_Endowment,02_CI Endowment
10474343,1516,F,M,P,C,1,1,46,05_ILP 2016 - Prulink,02_CI Endowment
10474360,1078,F,M,P,C,1,1,38,02_CI Endowment,02_CI Endowment
10474671,448,M,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10474741,218,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,02_CI Endowment
10474751,1078,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10474912,905,F,M,P,C,1,1,33,05_ILP 2016 - Prulink,02_CI Endowment
10475053,456,F,M,P,C,1,0,40,05_ILP 2016 - Prulink,02_CI Endowment
10475073,1078,F,M,P,C,1,1,33,02_CI Endowment,02_CI Endowment
10475495,2309,F,M,P,C,1,1,57,05_ILP 2016 - Prulink,02_CI Endowment
10475606,1516,M,M,P,C,1,1,50,02_CI Endowment,02_CI Endowment
10475911,1489,F,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10476310,1516,M,M,P,C,1,1,35,02_CI Endowment,02_CI Endowment
10476580,801,F,M,P,C,1,1,48,02_CI Endowment,02_CI Endowment
10476784,2025,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10477294,1078,M,M,P,C,1,1,29,01_Endowment,02_CI Endowment
10477309,430,M,S,P,C,1,1,26,05_ILP 2016 - Prulink,02_CI Endowment
10477550,1078,M,M,P,C,1,1,46,02_CI Endowment,02_CI Endowment
10477763,1078,F,M,P,C,1,1,37,05_ILP 2016 - Prulink,02_CI Endowment
10477997,1772,M,M,P,C,1,1,30,02_CI Endowment,02_CI Endowment
10478120,1516,M,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10478606,231,F,M,P,C,1,1,42,05_ILP 2016 - Prulink,02_CI Endowment
10478751,2309,F,M,P,C,1,1,31,02_CI Endowment,02_CI Endowment
10478938,1516,M,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10479050,2025,M,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10479220,1461,F,M,P,C,1,0,27,02_CI Endowment,02_CI Endowment
10479332,2025,F,M,P,C,1,1,49,02_CI Endowment,02_CI Endowment
10479731,1450,F,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10480026,1078,F,M,P,C,1,1,47,02_CI Endowment,02_CI Endowment
10480109,2025,F,M,P,C,1,1,53,02_CI Endowment,02_CI Endowment
10480123,213,F,M,P,C,1,1,29,02_CI Endowment,02_CI Endowment
10480622,1078,F,M,P,C,1,1,40,05_ILP 2016 - Prulink,02_CI Endowment
10480998,1078,F,M,P,C,1,1,37,02_CI Endowment,02_CI Endowment
10481012,2309,F,M,P,C,1,1,51,02_CI Endowment,02_CI Endowment
10481377,1078,M,M,P,C,1,1,39,01_Endowment,02_CI Endowment
10481382,2309,F,M,P,C,1,1,42,02_CI Endowment,02_CI Endowment
10481663,1078,M,M,P,C,1,1,51,02_CI Endowment,02_CI Endowment
10482285,1516,F,M,P,C,1,1,55,02_CI Endowment,02_CI Endowment
10482331,1078,M,M,P,C,1,1,51,02_CI Endowment,02_CI Endowment
10482479,448,F,M,P,C,1,1,26,02_CI Endowment,02_CI Endowment
10482626,1078,F,M,P,C,1,1,30,02_CI Endowment,02_CI Endowment
10483083,2309,F,M,P,C,1,1,56,02_CI Endowment,02_CI Endowment
10483135,1078,F,U,P,C,1,1,44,02_CI Endowment,02_CI Endowment
10483341,1078,F,M,P,C,1,1,24,02_CI Endowment,02_CI Endowment
10483373,1078,F,M,P,C,1,0,58,02_CI Endowment,02_CI Endowment
10483574,1078,F,M,P,C,1,1,25,02_CI Endowment,02_CI Endowment
10483790,1078,M,M,P,C,1,1,45,02_CI Endowment,02_CI Endowment
10483822,1078,M,M,P,C,1,1,39,02_CI Endowment,02_CI Endowment
10484044,1078,M,M,P,C,1,1,36,05_ILP 2016 - Prulink,02_CI Endowment
10484223,1078,M,M,P,C,1,0,50,05_ILP 2016 - Prulink,02_CI Endowment
10484294,1078,F,M,P,C,1,1,40,02_CI Endowment,02_CI Endowment
10484715,1450,F,M,P,C,1,1,38,05_ILP 2016 - Prulink,02_CI Endowment
10484789,218,F,M,P,C,1,0,23,01_Endowment,02_CI Endowment
10484971,1516,M,M,P,C,1,1,32,02_CI Endowment,02_CI Endowment
10485180,1078,F,M,P,C,1,1,39,05_ILP 2016 - Prulink,02_CI Endowment
10485615,997,F,M,P,C,1,1,35,01_Endowment,02_CI Endowment
10485669,1430,M,M,P,C,1,1,41,02_CI Endowment,02_CI Endowment
10485891,2309,F,M,P,C,1,0,47,05_ILP 2016 - Prulink,02_CI Endowment
10486030,1516,F,M,P,C,1,1,34,02_CI Endowment,02_CI Endowment
10486375,1078,F,M,P,C,1,0,51,05_ILP 2016 - Prulink,02_CI Endowment
10486584,1078,F,M,P,C,1,0,39,02_CI Endowment,02_CI Endowment
10486870,1489,F,M,P,C,1,0,38,05_ILP 2016 - Prulink,02_CI Endowment
10486875,1078,F,M,P,C,1,0,48,02_CI Endowment,02_CI Endowment
10487214,218,F,M,P,C,1,0,45,02_CI Endowment,02_CI Endowment
10487237,2019,F,M,P,C,1,0,26,02_CI Endowment,02_CI Endowment
10488054,1078,F,M,P,C,1,0,47,05_ILP 2016 - Prulink,02_CI Endowment
10488402,1078,F,M,P,C,1,0,33,01_Endowment,02_CI Endowment
10488477,1078,F,M,P,C,1,0,28,01_Endowment,02_CI Endowment
10489306,1078,F,M,P,C,1,0,36,02_CI Endowment,02_CI Endowment
10489459,1450,F,M,P,C,1,0,35,02_CI Endowment,02_CI Endowment
10489527,1078,M,M,P,C,1,0,37,05_ILP 2016 - Prulink,02_CI Endowment
10489641,780,M,M,P,C,1,0,50,02_CI Endowment,02_CI Endowment
10489648,1078,F,M,P,C,1,0,37,02_CI Endowment,02_CI Endowment
10489764,1078,M,M,P,C,1,0,35,02_CI Endowment,02_CI Endowment
10489944,1078,F,M,P,C,1,0,37,02_CI Endowment,02_CI Endowment
10489980,2309,F,M,P,C,1,0,38,02_CI Endowment,02_CI Endowment
10490382,2309,F,M,P,C,1,0,53,02_CI Endowment,02_CI Endowment
10490586,1078,F,M,P,C,1,0,53,05_ILP 2016 - Prulink,02_CI Endowment
10490821,1461,F,M,P,C,1,0,32,02_CI Endowment,02_CI Endowment
10491120,1516,F,M,P,C,1,0,42,02_CI Endowment,02_CI Endowment
10491384,2309,F,M,P,C,1,0,46,02_CI Endowment,02_CI Endowment
10491428,1090,M,M,P,C,1,0,57,05_ILP 2016 - Prulink,02_CI Endowment
10491512,997,F,M,P,C,1,0,37,01_Endowment,02_CI Endowment
10492263,1516,F,M,P,C,1,0,21,02_CI Endowment,02_CI Endowment
10492539,1078,M,M,P,C,1,0,43,02_CI Endowment,02_CI Endowment
10492637,2309,F,M,P,C,1,0,41,02_CI Endowment,02_CI Endowment
10492725,1516,F,M,P,C,1,0,33,02_CI Endowment,02_CI Endowment
10492909,2309,F,M,P,C,1,0,42,04_PruCare Plus,02_CI Endowment
10493261,1910,M,M,P,C,1,0,54,01_Endowment,02_CI Endowment
10493314,1078,F,M,P,C,1,0,28,01_Endowment,02_CI Endowment
10493445,1078,F,M,P,C,1,0,48,02_CI Endowment,02_CI Endowment
10493813,2309,F,M,P,C,1,0,58,05_ILP 2016 - Prulink,02_CI Endowment
10494136,2025,F,M,P,C,1,0,38,05_ILP 2016 - Prulink,02_CI Endowment
10494189,2025,F,M,P,C,1,0,50,02_CI Endowment,02_CI Endowment
10494268,1078,F,M,P,C,1,0,25,01_Endowment,02_CI Endowment
10494802,1830,F,M,P,C,1,0,31,01_Endowment,02_CI Endowment
10494899,1516,F,M,P,C,1,0,38,02_CI Endowment,02_CI Endowment
10495393,1078,F,M,P,C,1,0,33,01_Endowment,02_CI Endowment
10495708,322,M,M,P,C,1,0,41,02_CI Endowment,02_CI Endowment
10497290,2025,M,M,P,C,1,0,49,02_CI Endowment,02_CI Endowment
10497404,1516,F,M,P,C,1,0,47,02_CI Endowment,02_CI Endowment
10497726,447,M,M,P,C,1,0,40,05_ILP 2016 - Prulink,02_CI Endowment
10497873,1884,F,M,P,C,1,0,41,05_ILP 2016 - Prulink,02_CI Endowment
10498011,1516,F,M,P,C,1,0,56,02_CI Endowment,02_CI Endowment
10498022,2019,M,M,P,C,1,0,27,01_Endowment,02_CI Endowment
10498436,8,M,M,P,C,1,0,61,03_Universal life,02_CI Endowment
10498492,1516,M,M,P,C,1,0,58,02_CI Endowment,02_CI Endowment
10498568,1450,F,M,P,C,1,0,34,02_CI Endowment,02_CI Endowment
10498574,478,M,M,P,C,1,0,53,01_Endowment,02_CI Endowment
10498718,448,F,M,P,C,1,0,41,05_ILP 2016 - Prulink,02_CI Endowment
10498792,1078,F,M,P,C,1,0,37,02_CI Endowment,02_CI Endowment
10498838,1516,F,M,P,C,1,0,41,02_CI Endowment,02_CI Endowment
10499340,1078,M,M,P,C,1,0,36,05_ILP 2016 - Prulink,02_CI Endowment
10499767,1078,F,M,P,C,1,0,42,02_CI Endowment,02_CI Endowment
10499886,1516,F,M,P,C,1,0,54,04_PruCare Plus,02_CI Endowment
10499917,218,F,M,P,C,1,0,31,02_CI Endowment,02_CI Endowment
10499962,1516,F,M,P,C,1,0,39,02_CI Endowment,02_CI Endowment
10500375,1461,M,M,P,C,1,0,34,02_CI Endowment,02_CI Endowment
10500673,2309,F,M,P,C,1,0,49,02_CI Endowment,02_CI Endowment
10500753,1516,F,M,P,C,1,0,51,02_CI Endowment,02_CI Endowment
10501270,1078,M,M,P,C,1,0,53,02_CI Endowment,02_CI Endowment
10501587,1489,F,M,P,C,1,0,32,02_CI Endowment,02_CI Endowment
10501768,1078,M,M,P,C,1,0,33,02_CI Endowment,02_CI Endowment
10502644,2025,F,M,P,C,1,0,28,04_PruCare Plus,02_CI Endowment
10502742,1078,F,M,P,C,1,0,43,05_ILP 2016 - Prulink,02_CI Endowment
10503224,1516,M,M,P,C,1,0,39,05_ILP 2016 - Prulink,02_CI Endowment
10503723,2309,F,M,P,C,1,0,53,02_CI Endowment,02_CI Endowment
10503945,448,M,M,P,C,1,0,50,02_CI Endowment,02_CI Endowment
10504025,218,F,M,P,C,1,0,47,02_CI Endowment,02_CI Endowment
10504074,1078,M,M,P,C,1,0,43,04_PruCare Plus,02_CI Endowment
10504305,2309,F,M,P,C,1,0,47,02_CI Endowment,02_CI Endowment
10504345,997,F,M,P,C,1,0,30,02_CI Endowment,02_CI Endowment
10504430,1516,M,M,P,C,1,0,30,02_CI Endowment,02_CI Endowment
